probe	chr	TSS	NAME	strand
115209	1	58546838	OMA1	-
4070	1	58577252	TACSTD2	-
114803	1	58700108	MYSM1	-
3725	1	58784048	JUN	-
101926907	1	58784166	LOC101926907	+
105378753	1	58942714	LINC02777	-
55277	1	59295910	FGGY	+
729467	1	59296538	HSD52	-
51361	1	59814786	HOOK1	+
1573	1	59926828	CYP2J2	-
127795	1	60073775	C1orf87	-
105378763	1	60640507	LINC01748	-
4774	1	60865259	NFIA	+
101926964	1	60868041	LOC101926964	-
100996570	1	61056885	NFIA-AS2	-
645030	1	61253541	NFIA-AS1	-
83941	1	61725423	TM2D1	-
10207	1	61742291	PATJ	+
54596	1	62194257	L1TD1	+
163782	1	62319434	KANK4	-
7398	1	62436041	USP1	+
27329	1	62597464	ANGPTL3	+
121832810	1	62688482	DOCK7-DT	+
85440	1	62688549	DOCK7	-
84938	1	62783821	ATG4C	+
105378769	1	63074682	LINC01739	-
199899	1	63319666	LINC00466	-
29929	1	63321730	ALG6	+
100996301	1	63324801	FOXD3-AS1	-
84455	1	63523317	EFCAB7	+
5236	1	63593151	PGM1	+
23421	1	63593721	ITGB3BP	-
4919	1	63773987	ROR1	+
101927034	1	64171342	ROR1-AS1	-
148581	1	64203623	UBE2U	+
57685	1	64469765	CACHD1	+
55225	1	64744861	RAVER2	+
101927084	1	65002489	LINC01359	-
3716	1	65067754	JAK1	-
205	1	65146902	AK4	+
9829	1	65248219	DNAJC6	+
3953	1	65420543	LEPR	+
54741	1	65420547	LEPROT	+
5142	1	65792514	PDE4B	+
101927139	1	66050718	PDE4B-AS1	-
84251	1	66533267	SGIP1	+
200132	1	66751741	DYNLT5	+
10022	1	66801276	INSL5	-
79819	1	66924890	DNAI4	-
57708	1	66924895	MIER1	+
23169	1	67054400	SLC35D1	-
149233	1	67138907	IL23R	+
400757	1	67231853	C1orf141	-
3595	1	67307364	IL12RB2	+
26135	1	67430418	SERBP1	-
102724481	1	67522234	LINC01702	+
1647	1	67685048	GADD45A	+
100289178	1	67832193	GNG12-AS1	+
55970	1	67833811	GNG12	-
9077	1	68051717	DIRAS3	-
79971	1	68233120	WLS	-
6121	1	68451103	RPE65	-
138842260	1	68479129	DEPDC1-AS2	+
101927220	1	68496671	DEPDC1-AS1	+
55635	1	68497230	DEPDC1	-
105378785	1	69055838	LINC01707	+
105378786	1	69249511	LINC02791	-
57554	1	69567871	LRRC7	+
55631	1	70205665	LRRC40	-
9295	1	70205670	SRSF11	+
81573	1	70354747	ANKRD13C	-
11147	1	70354780	ANKRD13C-DT	+
102724548	1	70360548	LINC03102	-
1491	1	70406194	CTH	+
101927244	1	70706441	LINC01788	+
5733	1	71047823	PTGER3	-
9406	1	71081289	ZRANB2	-
100852410	1	71081324	ZRANB2-DT	+
100852409	1	71837012	NEGR1-IT1	-
257194	1	72282539	NEGR1	-
105378798	1	72899260	LOC105378798	-
101927295	1	73305609	LINC01360	+
127255	1	74198196	LRRIQ3	-
8790	1	74198210	FPGT	+
51086	1	74235285	TNNI3K	+
105378803	1	74512611	LRRC53	-
101927320	1	74577430	ERICH3-AS1	+
127254	1	74673922	ERICH3	-
127253	1	74733114	TYW3	+
1429	1	74733128	CRYZ	-
431707	1	75128434	LHX8	+
204962	1	75611114	SLC44A5	-
34	1	75724431	ACADM	+
5876	1	75786171	RABGGTB	+
4438	1	75796882	MSH4	+
127247	1	75932409	ASB17	-
256435	1	76074702	ST6GALNAC3	+
81849	1	76867325	ST6GALNAC5	+
10026	1	77219508	PIGK	-
26289	1	77281853	AK5	+
26009	1	77683550	ZZZ3	-
23032	1	77759904	USP33	-
374986	1	77779619	MIGA1	+
91624	1	77888174	NEXN	+
374987	1	77889539	NEXN-AS1	-
11080	1	77979070	DNAJB4	+
8880	1	77979527	FUBP1	-
54810	1	77979542	GIPC2	+
149047	1	78222433	MGC27382	+
5737	1	78303884	PTGFR	+
10964	1	78619902	IFI44L	+
10561	1	78647078	IFI44	+
64123	1	79282124	ADGRL4	-
101927412	1	80535755	LINC01781	+
23266	1	81306099	ADGRL2	+
101927434	1	81557702	LOC101927434	-
103283057	1	82903183	LINC01362	+
101927498	1	82986208	LINC01361	-
101927587	1	83861130	LINC01725	-
100874314	1	83984300	TTLL7-IT1	-
79739	1	83999413	TTLL7	-
5567	1	84077949	PRKACB	+
148418	1	84298366	SAMD13	+
58511	1	84398484	DNASE2B	+
80135	1	84479245	RPF1	+
100505741	1	84505491	SPATA1	+
2787	1	84507237	GNG5	-
1486	1	84574484	CTBS	-
439927	1	84635020	LINC01555	-
117178	1	84690955	SSX2IP	-
23566	1	84893540	LPAR3	-
255231	1	84997139	MCOLN2	-
126820	1	84999147	DNAI3	+
55283	1	85048887	MCOLN3	-
84144	1	85201751	SYDE2	-
148423	1	85259686	C1orf52	-
8915	1	85276640	BCL10	-
23576	1	85578363	DDAH1	-
3491	1	85580116	CCN1	+
54680	1	85708433	ZNHIT6	-
255631	1	86156943	COL24A1	-
57489	1	86396343	ODF2L	-
9635	1	86423483	CLCA2	+
1179	1	86468368	CLCA1	+
9629	1	86634273	CLCA3P	+
105378828	1	86704484	CLCA4-AS1	-
51100	1	86704510	SH3GLB1	+
105378831	1	86834169	LOC105378831	-
9403	1	86914424	SELENOF	-
9653	1	86914617	HS2ST1	+
339524	1	87129765	LINC01140	+
101927844	1	87186535	LINC02801	+
8543	1	87328428	LMO4	+
100505768	1	87371683	LINC01364	-
5586	1	88684218	PKN2	+
101927891	1	88685450	PKN2-AS1	-
2959	1	88891944	GTF2B	-
56267	1	88993002	KYAT3	-
494115	1	88993002	RBMXL1	-
2635	1	89022894	GBP3	-
2633	1	89072769	GBP1	-
105378842	1	89128405	LOC105378842	+
2634	1	89150456	GBP2	-
388646	1	89176083	GBP7	-
115361	1	89198953	GBP4	-
115362	1	89272892	GBP5	-
163351	1	89363895	GBP6	+
400759	1	89407579	GBP1P1	+
23507	1	89524160	LRRC8B	+
84230	1	89632693	LRRC8C	+
400761	1	89633008	LRRC8C-DT	-
55144	1	89820973	LRRC8D	+
284695	1	89995110	ZNF326	+
343472	1	90717955	BARHL2	-
105378855	1	90835660	LINC02788	+
105378853	1	90851701	LINC02609	-
84146	1	91022376	ZNF644	-
164045	1	91404856	HFM1	-
8317	1	91500535	CDC7	+
7049	1	91906335	TGFBR3	-
676	1	91949343	BRDT	+
253152	1	92029427	EPHX4	+
284697	1	92080305	BTBD8	+
388649	1	92217915	C1orf146	+
11146	1	92299009	GLMN	-
79871	1	92299010	RPAP2	+
2672	1	92486925	GFI1	-
7813	1	92792424	EVI5	-
6125	1	92831990	RPL5	+
388650	1	92961522	DIPK1A	-
124904219	1	92978265	LOC124904219	+
22823	1	93079235	MTF2	+
343099	1	93179758	CCDC18	+
50999	1	93181131	TMED5	-
1810	1	93345878	DR1	+
54874	1	93448050	FNBP1L	+
8412	1	93847488	BCAR3	-
30836	1	93879918	DNTTIP2	-
2730	1	93909654	GCLM	-
24	1	94121177	ABCA4	-
107985092	1	94246951	ARHGAP29-AS1	+
9411	1	94275068	ARHGAP29	-
124905716	1	94335075	LOC124905716	-
5825	1	94418039	ABCD3	+
2152	1	94541851	F3	-
126969	1	94820278	SLC44A3	+
729970	1	94926381	CNN3-DT	+
1266	1	94927749	CNN3	-
199857	1	95072983	ALG14	-
148534	1	95096670	TLCD4	+
25950	1	95234067	RWDD3	+
101928118	1	95234108	RWDD3-DT	-
105379825	1	95247828	LOC105379825	+
100996630	1	95319748	LINC01760	-
440594	1	95474737	LINC01761	+
100996635	1	95510059	LINC02607	+
102723661	1	95937901	LINC02790	+
101928241	1	96374125	LINC01787	-
58155	1	96721284	PTBP2	+
100873932	1	97095923	DPYD-AS1	+
1806	1	97995000	DPYD	-
400765	1	98054717	MIR137HG	-
729987	1	98210435	LINC01776	+
51375	1	98661625	SNX7	+
100129620	1	99004276	PLPPR5-AS1	+
163404	1	99227929	PLPPR5	-
9890	1	99264258	PLPPR4	+
101928270	1	99600995	LINC01708	-
54873	1	99645499	PALMD	+
391059	1	99766642	FRRS1	-
178	1	99849777	AGL	+
23443	1	99969351	SLC35A3	+
64645	1	100038076	SLC71A1	+
163786	1	100132955	SASS6	-
54482	1	100133043	TRMT13	+
127495	1	100178306	LRRC39	-
1629	1	100249873	DBT	-
8634	1	100266154	RTCA	+
8556	1	100325629	CDC14A	+
54112	1	100538105	GPR88	+
7412	1	100719684	VCAM1	+
2135	1	100896000	EXTL2	-
148867	1	100896061	SLC30A7	+
102606465	1	101025825	DPH5-DT	+
51611	1	101026117	DPH5	-
101928334	1	101150443	LOC101928334	+
1901	1	101235366	S1PR1	+
104355286	1	101320297	LINC01307	+
105378872	1	101639509	LINC01709	+
118427	1	101997224	OLFM3	-
1301	1	103108872	COL11A1	-
55599	1	103525672	RNPC3	+
101928436	1	103525924	RNPC3-DT	-
280	1	103553815	AMY2B	+
279	1	103617427	AMY2A	+
101928476	1	105618991	LINC01676	-
55170	1	107056674	PRMT6	+
22854	1	107139969	NTNG1	+
100873946	1	107964367	VAV3-AS1	+
10451	1	107965275	VAV3	-
29957	1	108200877	SLC25A24	-
727941	1	108269036	SLC25A24P1	+
284611	1	108560031	EEIG2	+
113802	1	108661526	HENMT1	-
55119	1	108692292	PRPF38B	+
163479	1	108712903	FNDC7	+
6814	1	108746606	STXBP3	+
642864	1	108857160	SPATA42	+
29899	1	108875350	GPSM2	+
254268	1	108963484	AKNAD1	-
23155	1	108963527	CLCC1	-
22911	1	109042169	WDR47	-
6884	1	109076014	TAF13	-
56900	1	109090362	TMEM167B	+
57535	1	109113175	ELAPOR1	+
127003	1	109113857	CFAP276	-
6301	1	109213844	SARS1	+
1952	1	109249539	CELSR2	+
84722	1	109284107	PSRC1	-
343263	1	109307213	MYBPHL	-
6272	1	109397967	SORT1	-
5686	1	109426471	PSMA5	-
284612	1	109466529	SYPL2	+
127002	1	109483479	ATXN7L2	+
284613	1	109494052	CYB561D1	+
57463	1	109509758	AMIGO1	-
83873	1	109539872	GPR61	+
2773	1	109548582	GNAI3	+
271	1	109616104	AMPD2	+
2780	1	109619929	GNAT2	-
2948	1	109656069	GSTM4	+
2946	1	109667348	GSTM2	+
2944	1	109687309	GSTM1	+
2949	1	109711746	GSTM5	+
2947	1	109741038	GSTM3	-
79574	1	109764062	EPS8L3	-
1435	1	109910242	CSF1	+
10768	1	109984721	AHCYL1	+
85369	1	110031577	STRIP1	+
105378895	1	110035508	LOC105378895	-
257	1	110070677	ALX3	-
104355139	1	110082638	LINC01397	+
164153	1	110112443	UBL4B	+
388662	1	110150482	SLC6A17	+
3749	1	110210095	KCNC4	+
100873974	1	110212592	KCNC4-DT	-
64783	1	110338506	RBM15	+
440600	1	110339216	RBM15-AS1	-
101410535	1	110347116	LAMTOR5-AS1	+
9122	1	110391082	SLC16A4	-
10542	1	110407963	LAMTOR5	-
84432	1	110451058	PROK1	+
3737	1	110631474	KCNA2	-
3738	1	110674940	KCNA3	-
963	1	110871170	CD53	+
55791	1	110964093	LRIF1	-
10390	1	111139418	CEPT1	+
128338	1	111140225	DRAM2	-
1117	1	111200771	CHI3L2	+
79961	1	111204535	DENND2D	-
27159	1	111290851	CHIA	+
128344	1	111346269	CIMAP3	+
5016	1	111427735	OVGP1	-
515	1	111448111	ATP5PB	+
79084	1	111449297	WDR77	-
128346	1	111473754	C1orf162	+
140	1	111503854	ADORA3	-
5906	1	111542009	RAP1A	+
57413	1	111563962	TMIGD3	-
100506343	1	111739579	INKA2-AS1	+
11218	1	111754832	DDX20	+
101928718	1	111755537	LOC101928718	-
55924	1	111755824	INKA2	-
100874295	1	111856905	KCND3-IT1	-
100873995	1	111909336	KCND3-AS1	+
643355	1	111989770	LINC01750	+
3752	1	111990131	KCND3	-
105378909	1	112369851	LINC02884	-
55917	1	112396198	CTTNBP2NL	+
7482	1	112466541	WNT2B	+
829	1	112619173	CAPZA1	+
54879	1	112620825	ST7L	-
4343	1	112673141	MOV10	+
389	1	112707897	RHOC	-
333926	1	112715502	PPM1J	-
284467	1	112718881	TAFA3	+
100506392	1	112849483	SLC16A1-AS1	+
100996702	1	112850643	LINC01356	-
6566	1	112957593	SLC16A1	-
100996251	1	113073113	LRIG2-DT	-
9860	1	113073168	LRIG2	+
260425	1	113390390	MAGI3	+
10745	1	113759908	PHTF1	-
100287722	1	113812379	AP4B1-AS1	+
54665	1	113812551	RSBN1	-
26191	1	113871753	PTPN22	-
440603	1	113887588	BCL2L15	-
64858	1	113904403	DCLRE1B	+
10717	1	113905722	AP4B1	-
204851	1	113929324	HIPK1	+
101928846	1	113929551	HIPK1-AS1	-
56944	1	113979024	OLFML3	+
148281	1	114153880	SYT6	-
51592	1	114511244	TRIM33	-
10286	1	114581725	BCAS2	-
163259	1	114670451	DENND2C	-
270	1	114695620	AMPD1	-
4893	1	114716775	NRAS	-
7812	1	114758704	CSDE1	-
80143	1	114780706	SIKE1	-
6847	1	114854836	SYCP1	+
10100	1	115089528	TSPAN2	-
112840934	1	115229326	NGF-AS1	+
4803	1	115338770	NGF	-
81839	1	115641854	VANGL1	+
845	1	115837921	CASQ2	-
4808	1	115843917	NHLH2	-
101928995	1	115904855	LINC01649	+
55356	1	115976310	SLC22A15	+
126868	1	116111068	MAB21L3	+
105378920	1	116361948	LOC105378920	-
476	1	116372668	ATP1A1	+
84852	1	116421301	ATP1A1-AS1	-
101929023	1	116478842	LINC01762	-
965	1	116571061	CD58	-
3321	1	116667820	IGSF3	-
388667	1	116694112	LINC02868	+
914	1	116754370	CD2	+
5738	1	116909870	PTGFRN	+
9398	1	117001721	CD101	+
8458	1	117060285	TTF2	+
101929099	1	117060845	CD101-AS1	-
80263	1	117122587	TRIM45	-
79679	1	117210960	VTCN1	-
104355292	1	117272182	LINC01525	+
10905	1	117366679	MAN1A2	+
54855	1	117605926	TENT5C	+
100996263	1	117606654	TENT5C-DT	-
10885	1	117929063	WDR3	+
54834	1	117929662	GDAP2	-
200162	1	118185244	SPAG17	-
105378930	1	118185349	LOC105378930	+
6913	1	118989556	TBX15	-
101929147	1	119140391	WARS2-AS1	+
10352	1	119140679	WARS2	-
105378934	1	119327399	LINC01780	+
51179	1	119368727	HAO2	+
3284	1	119413725	HSD3B2	+
644242	1	119599271	LINC00622	-
26227	1	119648411	PHGDH	+
90874	1	119648454	ZNF697	-
3158	1	119769092	HMGCS2	-
83998	1	119811580	REG4	-
101929178	1	120069787	LOC101929178	+
4853	1	120100779	NOTCH2	-
9554	1	120176533	SEC22B	-
728841	1	120415035	NBPF8	+
101060684	1	120723912	NBPF26	+
101929796	1	120723912	NOTCH2NLR	+
2210	1	121042602	FCGR1BP	+
337875	1	121118640	H2BP1	-
653464	1	121184811	SRGAP2C	+
653820	1	121185539	RUMY2	-
107985194	1	121396240	LINC02798	+
100873165	1	121398806	SRGAP2-AS1	-
647121	1	121519012	EMBP1	+
100996732	1	143424861	LINC02802	-
440686	1	143905977	H3-7	-
554282	1	143971986	RUMY3	-
284565	1	144461764	NBPF15	-
645166	1	144715582	LSP1P5	+
647135	1	145095528	SRGAP2B	-
728833	1	145095968	RUMY4	+
103091866	1	145217352	LINC01145	-
100288142	1	145425624	NBPF20	-
653519	1	145607975	GPHRA	+
51463	1	145607975	GPHRB	+
101929780	1	145608551	NBPF25P	-
11126	1	145719443	CD160	+
5174	1	145721615	PDZK1	-
10623	1	145823776	POLR3C	+
27246	1	145824134	RNF115	-
200035	1	145845603	NUDT17	+
10401	1	145859836	PIAS3	-
148741	1	145886088	ANKRD35	-
8515	1	145910111	ITGA10	-
8799	1	145918747	PEX11B	-
105371260	1	145926590	LIX1L-AS1	+
9939	1	145928067	RBM8A	-
84265	1	145957026	POLR3GL	+
128077	1	145958055	LIX1L	-
284615	1	145964575	ANKRD34A	-
10628	1	145996580	TXNIP	-
148738	1	146036746	HJV	-
100132406	1	146229000	NBPF10	-
388677	1	146229073	NOTCH2NLA	-
105371254	1	146229086	LOC105371254	+
105371242	1	146344765	PPIAL4H	-
149013	1	146938313	NBPF12	+
5565	1	147173716	PRKAB2	-
9557	1	147242643	CHD1L	+
2330	1	147243050	FMO5	-
100289211	1	147517879	LINC00624	-
607	1	147541337	BCL9	+
51205	1	147670541	ACP6	-
2702	1	147773390	GJA5	-
100034743	1	148016241	PDZK1P1	-
200030	1	148152342	NBPF11	-
101927468	1	148263380	LOC101927468	-
124904403	1	148279161	LOC124904403	+
100132057	1	148402102	PDE4DIPP6	+
644591	1	148483302	PPIAL4G	-
388685	1	148529415	LINC01138	-
25832	1	148679742	NBPF14	-
100996763	1	148679752	NOTCH2NLB	-
440672	1	148748774	NUDT4B	+
9659	1	148808140	PDE4DIP	+
400818	1	149103591	NBPF9	-
653513	1	149322183	LOC653513	-
100996717	1	149390534	NOTCH2NLC	+
101060226	1	149474815	NBPF19	+
57234	1	149558215	LINC00869	+
2209	1	149734951	FCGR1A	+
124904411	1	149793020	LOC124904411	-
440689	1	149812374	H2BC18	-
653604	1	149813693	H3C13	-
8370	1	149832657	H4C14	+
723790	1	149851061	H2AC19	+
554313	1	149861159	H4C15	-
51027	1	149886406	BOLA1	+
8349	1	149886682	H2BC21	-
8338	1	149886918	H2AC20	+
317772	1	149887965	H2AC21	-
9900	1	149918572	SV2A	-
10262	1	149928268	SF3B4	-
10903	1	149937534	MTMR11	-
56957	1	150010758	OTUD7B	-
11311	1	150067279	VPS45	+
51177	1	150149183	PLEKHO1	+
81611	1	150236202	ANP32E	-
23632	1	150257069	CA14	+
79630	1	150268034	C1orf54	+
51107	1	150269580	APH1A	-
148523	1	150282527	CIART	+
54460	1	150293848	MRPS21	+
9129	1	150321476	PRPF3	+
23248	1	150363091	RPRD2	+
80222	1	150487325	TARS2	+
1893	1	150507989	ECM1	+
100874054	1	150515667	FALEC	+
54507	1	150549369	ADAMTSL4	+
100289061	1	150557724	ADAMTSL4-AS2	-
4170	1	150579738	MCL1	-
2029	1	150629633	ENSA	-
112268239	1	150629811	LOC112268239	+
55204	1	150697222	GOLPH3L	-
84072	1	150720895	HORMAD1	-
1520	1	150765957	CTSS	-
1513	1	150809577	CTSK	-
405	1	150876771	ARNT	-
100996521	1	150887136	CTXND2	+
9869	1	150926263	SETDB1	+
29956	1	150977396	CERS2	-
8416	1	150981321	ANXA9	+
55793	1	151008376	MINDY1	-
58497	1	151008408	PRUNE1	+
149428	1	151036321	BNIPL	+
54964	1	151047746	C1orf56	+
10962	1	151054177	MLLT11	+
56882	1	151070325	CDC42SE1	-
126626	1	151070514	GABPB2	+
10500	1	151147813	SEMA6C	-
79626	1	151156621	TIPE2	+
79005	1	151156664	SCNM1	+
388695	1	151165948	LYSMD1	-
29765	1	151176284	TMOD4	-
6944	1	151195321	VPS72	-
8394	1	151197949	PIP5K1A	+
5710	1	151254709	PSMD4	+
57592	1	151281502	ZNF687	+
100507670	1	151282013	ZNF687-AS1	-
101927886	1	151327811	RFX5-AS1	+
5298	1	151328394	PI4KB	-
5993	1	151347339	RFX5	-
8991	1	151372716	SELENBP1	-
5692	1	151399556	PSMB4	+
23126	1	151459511	POGZ	-
57530	1	151510139	CGN	+
7286	1	151540305	TUFT1	+
81609	1	151611985	SNX27	+
284485	1	151710433	RIIAD1	+
11189	1	151716803	CELF3	-
51686	1	151762899	OAZ3	+
65005	1	151763522	MRPL9	-
109729141	1	151790709	TDRKH-AS1	+
11022	1	151791416	TDRKH	-
339398	1	151805419	LINGO4	-
6097	1	151831845	RORC	-
100191040	1	151840557	C2CD4D	-
284486	1	151853712	THEM5	-
117145	1	151909879	THEM4	-
6281	1	151993891	S100A10	-
6282	1	152047907	S100A11	-
7062	1	152115444	TCHH	-
339400	1	152165553	CCDST	+
388697	1	152224193	HRNR	-
2312	1	152325239	FLG	-
388698	1	152360006	FLG2	-
254910	1	152510803	LCE5A	+
4184	1	152870060	SMCP	+
101927988	1	152949210	LINC01527	-
101928009	1	153174518	LOC101928009	+
4014	1	153259687	LORICRIN	+
6280	1	153357767	S100A9	+
6283	1	153375660	S100A12	-
6279	1	153422638	S100A8	-
6278	1	153460653	S100A7	-
6277	1	153536549	S100A6	-
6276	1	153543074	S100A5	-
6274	1	153550151	S100A3	-
6275	1	153552135	S100A4	-
6273	1	153586676	S100A2	-
6271	1	153608923	S100A1	+
140576	1	153614012	S100A16	-
57402	1	153616996	S100A14	-
26097	1	153633982	CHTOP	+
6284	1	153634442	S100A13	-
23557	1	153658674	SNAPIN	+
3608	1	153671028	ILF2	-
4881	1	153677965	NPR1	+
65123	1	153728050	INTS3	+
11000	1	153774208	SLC27A3	+
343052	1	153793563	LOC343052	+
101928059	1	153923180	LOC101928059	+
57459	1	153923360	GATAD2B	-
9909	1	153946749	DENND4B	-
200186	1	153958642	CRTC2	-
148327	1	153963719	CREB3L4	+
27173	1	153968667	SLC39A1	-
123706540	1	153977683	JTB-DT	+
10899	1	153978011	JTB	-
5872	1	153986382	RAB13	-
6232	1	153990749	RPS27	+
91181	1	154155116	NUP210L	-
7170	1	154194648	TPM3	-
388701	1	154206352	CFAP141	-
9898	1	154220172	UBAP2L	+
25912	1	154220686	LTAP1	-
10456	1	154272326	HAX1	+
89872	1	154321090	AQP10	+
57198	1	154325511	ATP8B2	+
3570	1	154405141	IL6R	+
101928101	1	154406564	IL6R-AS1	-
126668	1	154501508	TDRD10	+
126669	1	154502866	SHE	-
100874097	1	154553609	UBE2Q1-AS1	+
55585	1	154559028	UBE2Q1	-
1141	1	154567771	CHRNB2	+
107985206	1	154568335	LOC107985206	-
103	1	154628013	ADAR	-
3782	1	154870340	KCNN3	-
10654	1	154937008	PMVK	-
57326	1	154956451	PBXIP1	-
90780	1	154963853	PYGO2	-
6464	1	154974452	SHC1	-
1163	1	154974641	CKS1B	+
80308	1	154983311	FLAD1	+
55891	1	154993586	LENEP	+
51043	1	155002543	ZBTB7B	+
127579	1	155033781	DCST2	-
149095	1	155033824	DCST1	+
8751	1	155050566	ADAM15	+
100505666	1	155051172	DCST1-AS1	-
1945	1	155063718	EFNA4	+
1944	1	155078823	EFNA3	+
1942	1	155127452	EFNA1	+
55974	1	155135344	SLC50A1	+
54344	1	155140595	DPM3	-
200185	1	155173475	KRTCAP2	-
80128	1	155173787	TRIM46	+
4582	1	155192916	MUC1	-
105371450	1	155194806	THBS3-AS1	+
4580	1	155208695	MTX1	+
7059	1	155209203	THBS3	-
2630	1	155228027	GBA1LP	-
2629	1	155245178	GBA1	-
10712	1	155255824	ENTREP3	-
10067	1	155262433	SCAMP3	-
57657	1	155277328	HCN3	+
1196	1	155278491	CLK2	-
5313	1	155301443	PKLR	-
2224	1	155304786	FDPS	+
23623	1	155320739	RUSC1	+
284618	1	155324385	RUSC1-AS1	-
645676	1	155562026	ASH1L-AS1	+
55870	1	155563162	ASH1L	-
55154	1	155563235	MSTO1	+
7818	1	155687833	DAP3	+
55249	1	155689334	YY1AP1	-
54856	1	155859439	GON4L	-
23208	1	155859449	SYT11	+
6016	1	155911408	RIT1	-
22889	1	155934416	KHDC4	-
107985209	1	155978635	ARHGEF2-AS2	+
107985210	1	155991390	ARHGEF2-AS1	+
105371729	1	156001953	LOC105371729	+
9181	1	156007070	ARHGEF2	-
6746	1	156020972	SSR2	-
56893	1	156053814	UBQLN4	-
28956	1	156053916	LAMTOR2	+
57111	1	156061147	RAB25	+
92312	1	156082465	MEX3A	-
4000	1	156082572	LMNA	+
64218	1	156147366	SEMA4A	+
9673	1	156193932	SLC25A44	+
11243	1	156212989	PMF1	+
632	1	156242154	BGLAP	+
79957	1	156248647	PAQR6	-
23381	1	156282862	SMG5	-
84283	1	156282928	TMEM79	+
112770	1	156295699	GLMP	-
391104	1	156299307	VHLL	-
128229	1	156337314	TSACC	+
7203	1	156367873	CCT3	-
57127	1	156369015	RHBG	+
10485	1	156456987	MIR9-1HG	-
4209	1	156501266	MEF2D	-
128239	1	156572604	IQGAP3	-
164118	1	156579723	TTC24	+
128240	1	156591738	NAXE	+
54865	1	156601496	GPATCH4	-
60484	1	156619331	HAPLN2	+
63827	1	156641390	BCAN	+
126568844	1	156661503	BCAN-AS2	-
10763	1	156677415	NES	-
1382	1	156708094	CRABP2	-
51093	1	156728442	METTL25B	+
81875	1	156728836	ISG20L2	-
79590	1	156741590	MRPL24	-
5546	1	156750610	PRCC	+
3068	1	156766925	HDGF	-
4914	1	156815636	NTRK1	+
9047	1	156817014	SH2D2A	-
3645	1	156859122	INSRR	-
375033	1	156893656	PEAR1	+
149499	1	156920631	LRRC71	+
9826	1	157046903	ARHGEF11	-
440695	1	157117877	ETV3L	-
2117	1	157138952	ETV3	-
107985211	1	157171116	LOC107985211	+
83416	1	157552515	FCRL5	-
83417	1	157598085	FCRL4	-
79368	1	157777269	FCRL2	-
115350	1	157820183	FCRL1	-
922	1	157898256	CD5L	-
105371458	1	157925704	LOC105371458	+
55243	1	157993273	KIRREL1	+
646268	1	158149810	LINC01704	-
912	1	158178012	CD1D	+
391109	1	158461574	OR10K1	+
6708	1	158686715	SPTA1	-
4332	1	158802264	MNDA	+
149628	1	158930779	PYHIN1	+
3428	1	158999938	IFI16	+
107181291	1	159002751	PYDC5	-
57863	1	159171574	CADM3	+
9447	1	159188222	AIM2	-
2532	1	159204568	ACKR1	+
2205	1	159289714	FCER1A	+
54935	1	159780931	DUSP23	+
343413	1	159800503	FCRL6	+
56833	1	159826682	SLAMF8	+
124904434	1	159854870	LOC124904434	+
284677	1	159855071	SNHG28	-
391123	1	159862657	VSIG8	-
25790	1	159900165	CFAP45	-
8407	1	159925546	TAGLN2	-
100505633	1	159941373	LINC01133	+
57549	1	159949468	IGSF9	-
89886	1	159954237	SLAMF9	-
93183	1	160031990	PIGM	-
3766	1	160070483	KCNJ10	-
3765	1	160081501	KCNJ9	+
93185	1	160101109	IGSF8	-
477	1	160115755	ATP1A2	+
480	1	160151586	ATP1A4	+
844	1	160190212	CASQ1	+
8682	1	160205328	PEA15	+
729867	1	160208869	PEA15-AS1	-
100287049	1	160261682	DCAF8-DT	+
50717	1	160263388	DCAF8	-
5824	1	160286348	PEX19	-
23385	1	160343294	NCSTN	+
1314	1	160343566	COPA	-
4807	1	160367071	NHLH1	+
57216	1	160400528	VANGL2	+
114836	1	160523273	SLAMF6	-
8832	1	160579544	CD84	-
6504	1	160647056	SLAMF1	-
962	1	160711831	CD48	-
57823	1	160739057	SLAMF7	+
4063	1	160796071	LY9	+
51744	1	160862904	CD244	-
55600	1	160893012	ITLN1	-
101928372	1	160932465	LOC101928372	+
50848	1	161023123	F11R	-
100131187	1	161039118	TSTD1	-
7391	1	161045982	USF1	-
257106	1	161069970	ARHGAP30	-
81607	1	161090045	NECTIN4	-
126823	1	161098343	KLHDC9	+
5202	1	161118070	PFDN2	-
4817	1	161118082	NIT1	+
9191	1	161133280	DEDD	-
51506	1	161152776	UFC1	+
27005	1	161159450	USP21	+
5498	1	161165837	PPOX	+
8703	1	161178652	B4GALT3	-
4720	1	161197104	NDUFS2	+
9507	1	161200509	ADAMTS4	-
2207	1	161215175	FCER1G	+
84134	1	161225939	TOMM40L	+
9970	1	161238276	NR1I3	-
654790	1	161258136	PCP4L1	+
4359	1	161309974	MPZ	-
6391	1	161314352	SDHC	+
257177	1	161367885	CFAP126	-
2212	1	161505415	FCGR2A	+
3310	1	161524540	HSPA6	+
2214	1	161550968	FCGR3A	-
2215	1	161631963	FCGR3B	-
2213	1	161661958	FCGR2B	+
127943	1	161721544	FCRLB	+
11266	1	161749758	DUSP12	+
22926	1	161766243	ATF6	+
25903	1	162024389	OLFML2B	-
9722	1	162069676	NOS1AP	+
284680	1	162376874	SPATA46	-
400793	1	162378841	C1orf226	+
117157	1	162412138	SH2D1B	-
127933	1	162497251	UHMK1	+
6675	1	162561476	UAP1	+
4921	1	162630857	DDR2	+
