ensg_id	chr	TSS	gene_symbol	strand
ENSG00000182866	1	32251239	LCK	+
ENSG00000116478	1	32292086	HDAC1	+
ENSG00000175130	1	32336379	MARCKSL1	-
ENSG00000233775	1	32350663	RP4-811H24.9	-
ENSG00000162526	1	32351521	TSSK3	+
ENSG00000225828	1	32364278	FAM229A	-
ENSG00000160058	1	32394731	BSDC1	-
ENSG00000273274	1	32465069	ZBTB8B	+
ENSG00000160062	1	32539427	ZBTB8A	+
ENSG00000176261	1	32650903	ZBTB8OS	-
ENSG00000162521	1	32651142	RBBP4	+
ENSG00000162520	1	32703596	SYNC	-
ENSG00000224409	1	32725237	RP11-114B7.6	-
ENSG00000162522	1	32741885	KIAA1522	+
ENSG00000116497	1	32816767	S100PBP	+
ENSG00000134684	1	32818153	YARS	-
ENSG00000160097	1	32872482	FNDC5	-
ENSG00000121905	1	32885994	HPCA	+
ENSG00000121900	1	32901438	TMEM54	-
ENSG00000116514	1	32964685	RNF19B	-
ENSG00000236065	1	32987075	RP1-117O3.2	+
ENSG00000004455	1	33080996	AK2	-
ENSG00000142920	1	33081104	AZIN2	+
ENSG00000116525	1	33182059	TRIM62	-
ENSG00000160094	1	33256545	ZNF362	+
ENSG00000270115	1	33261212	RP11-415J8.7	+
ENSG00000225313	1	33307348	RP11-415J8.3	+
ENSG00000184389	1	33321098	A3GALT2	-
ENSG00000233246	1	33350352	RP11-415J8.5	+
ENSG00000134686	1	33431052	PHC2	-
ENSG00000121903	1	33472645	ZSCAN20	+
ENSG00000231163	1	33868953	CSMD2-AS1	+
ENSG00000121904	1	34165842	CSMD2	-
ENSG00000142698	1	34166883	C1orf94	+
ENSG00000189280	1	34755047	GJB5	+
ENSG00000189433	1	34759741	GJB4	+
ENSG00000188910	1	34781189	GJB3	+
ENSG00000255811	1	34788097	RP1-34M23.5	-
ENSG00000187513	1	34792998	GJA4	+
ENSG00000163866	1	34859816	SMIM12	-
ENSG00000116544	1	34929585	DLGAP3	-
ENSG00000243749	1	34985353	TMEM35B	-
ENSG00000163867	1	35031968	ZMYM6	-
ENSG00000197056	1	35059786	ZMYM1	+
ENSG00000116560	1	35193148	SFPQ	-
ENSG00000146463	1	35268967	ZMYM4	+
ENSG00000227409	1	35366077	ZMYM4-AS1	-
ENSG00000020129	1	35557473	NCDN	+
ENSG00000142687	1	35557950	KIAA0319L	-
ENSG00000116819	1	35573370	TFAP2E	+
ENSG00000239636	1	35577729	RP4-728D4.2	-
ENSG00000126067	1	35641844	PSMB2	-
ENSG00000142686	1	35719472	C1orf216	-
ENSG00000232335	1	35739389	RP11-435D7.3	+
ENSG00000092853	1	35769967	CLSPN	-
ENSG00000134698	1	35808172	AGO4	+
ENSG00000092847	1	35869808	AGO1	+
ENSG00000271914	1	35930115	RP4-789D17.5	-
ENSG00000126070	1	35930718	AGO3	+
ENSG00000271554	1	36013630	RP4-665N4.8	-
ENSG00000092850	1	36084075	TEKT2	+
ENSG00000116863	1	36088875	ADPRHL2	+
ENSG00000171812	1	36125220	COL8A2	-
ENSG00000116871	1	36155579	MAP7D1	+
ENSG00000054116	1	36156053	TRAPPC3	-
ENSG00000054118	1	36224416	THRAP3	+
ENSG00000214193	1	36306387	SH3D21	+
ENSG00000142694	1	36324154	EVA1B	-
ENSG00000196182	1	36385896	STK40	-
ENSG00000181817	1	36397892	LSM10	-
ENSG00000116885	1	36450451	OSCP1	-
ENSG00000116898	1	36464437	MRPS15	-
ENSG00000119535	1	36483278	CSF3R	-
ENSG00000234481	1	36773140	RP4-614N24.1	+
ENSG00000163873	1	37034129	GRIK3	-
ENSG00000223944	1	37325100	RP5-1180C18.1	-
ENSG00000233621	1	37474411	LINC01137	-
ENSG00000163874	1	37474552	ZC3H12A	+
ENSG00000163875	1	37514774	MEAF6	-
ENSG00000163877	1	37554302	SNIP1	-
ENSG00000163879	1	37556919	DNALI1	+
ENSG00000134697	1	37595935	GNL2	-
ENSG00000169218	1	37634923	RSPO1	-
ENSG00000116922	1	37692249	C1orf109	-
ENSG00000134690	1	37692418	CDCA8	+
ENSG00000183317	1	37765133	EPHA10	-
ENSG00000185090	1	37793802	MANEAL	+
ENSG00000197982	1	37806979	C1orf122	+
ENSG00000196449	1	37808185	YRDC	-
ENSG00000188786	1	37859620	MTF1	-
ENSG00000230955	1	37860697	RP11-109P14.10	+
ENSG00000204084	1	37947057	INPP5B	-
ENSG00000183431	1	37990921	SF3A3	-
ENSG00000183386	1	38005606	FHL3	-
ENSG00000183520	1	38009258	UTP11	+
ENSG00000185668	1	38046794	POU3F1	-
ENSG00000224592	1	38047314	RP5-884C9.2	+
ENSG00000237290	1	38214767	LINC01343	-
ENSG00000238063	1	38474875	RP11-329N22.1	+
ENSG00000116954	1	38859823	RRAGC	-
ENSG00000228436	1	38860000	RP5-864K19.4	+
ENSG00000214114	1	38874105	MYCBP	-
ENSG00000131233	1	38881587	GJA9	-
ENSG00000158315	1	38941799	RHBDL2	-
ENSG00000174574	1	38991223	AKIRIN1	+
ENSG00000168653	1	39026318	NDUFS5	+
ENSG00000127603	1	39081316	MACF1	+
ENSG00000226438	1	39257649	RP11-420K8.1	-
ENSG00000183682	1	39491646	BMP8A	+
ENSG00000228060	1	39565160	RP11-69E11.8	+
ENSG00000090621	1	39576790	PABPC4	-
ENSG00000225903	1	39633416	RP1-144F13.3	+
ENSG00000163909	1	39639945	HEYL	-
ENSG00000116981	1	39672038	NT5C1A	-
ENSG00000116983	1	39691689	HPCAL4	-
ENSG00000084072	1	39692182	PPIE	+
ENSG00000198754	1	39771348	OXCT2	-
ENSG00000116985	1	39788861	BMP8B	-
ENSG00000043514	1	39883511	TRIT1	-
ENSG00000116990	1	39902256	MYCL	-
ENSG00000168389	1	39955112	MFSD2A	+
ENSG00000131236	1	40040233	CAP1	+
ENSG00000131238	1	40097703	PPT1	-
ENSG00000117000	1	40161373	RLF	+
ENSG00000188800	1	40245947	TMCO2	+
ENSG00000259943	1	40257967	RP1-39G22.7	-
ENSG00000084073	1	40258107	ZMPSTE24	+
ENSG00000049089	1	40317816	COL9A2	-
ENSG00000084070	1	40344850	SMAP2	+
ENSG00000187801	1	40450102	ZFP69B	+
ENSG00000260920	1	40464319	RP1-228H13.5	+
ENSG00000187815	1	40477215	ZFP69	+
ENSG00000238287	1	40508661	RP11-656D10.3	-
ENSG00000164002	1	40508741	EXO5	+
ENSG00000238186	1	40517174	RP11-656D10.6	-
ENSG00000117010	1	40531561	ZNF684	+
ENSG00000117016	1	40665657	RIMS3	-
ENSG00000237899	1	40687588	RP4-739H11.3	-
ENSG00000066136	1	40691648	NFYC	+
ENSG00000272145	1	40692066	NFYC-AS1	-
ENSG00000117013	1	40784012	KCNQ4	+
ENSG00000179862	1	40862366	CITED4	-
ENSG00000229528	1	40863914	RP5-1066H13.4	+
ENSG00000171793	1	40979335	CTPS1	+
ENSG00000281207	1	41014590	SLFNL1-AS1	+
ENSG00000171790	1	41023237	SLFNL1	-
ENSG00000010803	1	41242154	SCMH1	-
ENSG00000235358	1	41242373	RP11-399E6.1	+
ENSG00000204060	1	41361922	FOXO6	+
ENSG00000229901	1	41375669	RP11-399E6.4	-
ENSG00000127129	1	41484673	EDN2	-
ENSG00000127124	1	42035925	HIVEP3	-
ENSG00000198815	1	42335877	FOXJ3	-
ENSG00000227527	1	42338376	RP11-223A3.1	-
ENSG00000177181	1	42380795	RIMKLA	+
ENSG00000127125	1	42456117	PPCS	+
ENSG00000066185	1	42456267	ZMYND12	-
ENSG00000186409	1	42463330	CCDC30	+
ENSG00000171960	1	42658425	PPIH	+
ENSG00000234917	1	42678735	RP5-994D16.3	+
ENSG00000065978	1	42682427	YBX1	+
ENSG00000164007	1	42740254	CLDN19	-
ENSG00000117385	1	42767084	P3H1	-
ENSG00000164008	1	42767269	C1orf50	+
ENSG00000274386	1	42785007	RP5-994D16.11	+
ENSG00000164010	1	42817124	ERMAP	+
ENSG00000177868	1	42817252	SVBP	-
ENSG00000228192	1	42846422	RP11-342M1.3	-
ENSG00000164011	1	42846573	ZNF691	+
ENSG00000227533	1	42959049	SLC2A1-AS1	+
ENSG00000117394	1	42959173	SLC2A1	-
ENSG00000186973	1	43145153	FAM183A	+
ENSG00000243710	1	43172149	CFAP57	+
ENSG00000179178	1	43269994	TMEM125	+
ENSG00000117395	1	43270936	EBNA1BP2	-
ENSG00000253313	1	43285617	C1orf210	-
ENSG00000066056	1	43300993	TIE1	+
ENSG00000117400	1	43337807	MPL	+
ENSG00000234694	1	43358658	RP1-92O14.3	-
ENSG00000117399	1	43358955	CDC20	+
ENSG00000066322	1	43368074	ELOVL1	-
ENSG00000229431	1	43385113	RP1-92O14.6	+
ENSG00000159479	1	43389808	MED8	-
ENSG00000198198	1	43389882	SZT2	+
ENSG00000229372	1	43448644	SZT2-AS1	-
ENSG00000229348	1	43453927	HYI-AS1	+
ENSG00000178922	1	43453989	HYI	-
ENSG00000142949	1	43525187	PTPRF	+
ENSG00000066135	1	43650158	KDM4A	+
ENSG00000126091	1	43705824	ST3GAL3	+
ENSG00000236200	1	43708138	KDM4A-AS1	-
ENSG00000229444	1	43727343	RP11-184I16.4	-
ENSG00000117407	1	43933320	ARTN	+
ENSG00000237950	1	43946551	RP11-7O11.3	-
ENSG00000117408	1	43946939	IPO13	+
ENSG00000132768	1	43970000	DPH2	+
ENSG00000117410	1	43974487	ATP6V0B	+
ENSG00000117411	1	43978943	B4GALT2	+
ENSG00000159214	1	43991359	CCDC24	+
ENSG00000230615	1	44030443	RP5-1198O20.4	+
ENSG00000196517	1	44031467	SLC6A9	-
ENSG00000171872	1	44118850	KLF17	+
ENSG00000178028	1	44213455	DMAP1	+
ENSG00000233602	1	44244273	ERI3-IT1	-
ENSG00000117419	1	44355260	ERI3	-
ENSG00000187147	1	44405194	RNF220	+
ENSG00000126106	1	44674555	TMEM53	-
ENSG00000198520	1	44674692	C1orf228	+
ENSG00000142945	1	44739818	KIF2C	+
ENSG00000142937	1	44775251	RPS8	+
ENSG00000225721	1	44775810	RP11-269F19.2	-
ENSG00000142959	1	44787705	BEST4	-
ENSG00000173846	1	44800225	PLK3	+
ENSG00000188396	1	44806675	TCTEX1D4	-
ENSG00000222009	1	44808482	BTBD19	+
ENSG00000117425	1	44843063	PTCH2	-
ENSG00000070785	1	44986722	EIF2B3	-
ENSG00000126107	1	45011329	HECTD3	-
ENSG00000126088	1	45012147	UROD	+
ENSG00000281912	1	45303910	LINC01144	+
ENSG00000162415	1	45306209	ZSWIM5	-
ENSG00000186603	1	45326905	HPDL	+
ENSG00000132773	1	45339670	TOE1	+
ENSG00000132781	1	45340470	MUTYH	-
ENSG00000070759	1	45491166	TESK2	-
ENSG00000132763	1	45500053	MMACHC	+
ENSG00000280670	1	45500079	CCDC163	-
ENSG00000117450	1	45523047	PRDX1	-
ENSG00000117448	1	45550543	AKR1A1	+
ENSG00000132780	1	45583846	NASP	+
ENSG00000159588	1	45624057	CCDC17	-
ENSG00000159596	1	45687214	TMEM69	+
ENSG00000159592	1	45688113	GPBP1L1	-
ENSG00000230896	1	45697075	RP11-767N6.7	-
ENSG00000197429	1	45750650	IPP	-
ENSG00000086015	1	45786987	MAST2	+
ENSG00000226957	1	46046818	RP4-533D7.4	+
ENSG00000117461	1	46133036	PIK3R3	-
ENSG00000227857	1	46134531	RP4-533D7.5	+
ENSG00000117472	1	46175073	TSPAN1	+
ENSG00000250719	1	46176478	RP11-322N21.2	-
ENSG00000171357	1	46203334	LURAP1	+
ENSG00000085998	1	46220305	POMGNT1	-
ENSG00000085999	1	46247688	RAD54L	+
ENSG00000132128	1	46303608	LRRC41	-
ENSG00000173660	1	46303631	UQCRH	+
ENSG00000117481	1	46340177	NSUN4	+
ENSG00000117480	1	46394265	FAAH	+
ENSG00000224863	1	46451281	LINC01398	-
ENSG00000197587	1	46506996	DMBX1	+
ENSG00000282881	1	46533614	RP11-49P4.7	-
ENSG00000269956	1	46538696	MKNK1-AS1	+
ENSG00000162456	1	46551527	KNCN	-
ENSG00000079277	1	46616843	MKNK1	-
ENSG00000142961	1	46616891	MOB3C	-
ENSG00000186118	1	46668855	TEX38	+
ENSG00000123472	1	46673867	ATPAF1	-
ENSG00000228237	1	46674036	EFCAB14-AS1	+
ENSG00000159658	1	46719064	EFCAB14	-
ENSG00000142973	1	46757838	CYP4B1	+
ENSG00000186377	1	47023568	CYP4X1	+
ENSG00000186160	1	47067488	CYP4Z1	+
ENSG00000162365	1	47137435	CYP4A22	+
ENSG00000224805	1	47179250	LINC00853	+
ENSG00000225506	1	47179271	CYP4A22-AS1	-
ENSG00000162366	1	47191044	PDZK1IP1	-
ENSG00000162367	1	47232220	TAL1	-
ENSG00000123473	1	47314147	STIL	-
ENSG00000162368	1	47333797	CMPK1	+
ENSG00000225762	1	47408477	LINC01389	-
ENSG00000186790	1	47416072	FOXE3	+
ENSG00000237424	1	47434641	FOXD2-AS1	-
ENSG00000186564	1	47436017	FOXD2	+
ENSG00000227947	1	47688463	RP11-543D5.1	+
ENSG00000269113	1	47996895	TRABD2B	-
ENSG00000226133	1	48050659	RP4-683M8.2	+
ENSG00000231413	1	48082196	RP11-193P11.3	-
ENSG00000223720	1	48172972	RP5-1024N4.2	+
ENSG00000117834	1	48222685	SLC5A9	+
ENSG00000272491	1	48229561	RP5-1024N4.4	-
ENSG00000132122	1	48472208	SPATA6	-
ENSG00000162373	1	48776969	BEND5	-
ENSG00000229846	1	49048316	RP11-141A19.1	+
ENSG00000230114	1	49257411	RP11-141A19.2	+
ENSG00000225623	1	49472085	AGBL4-IT1	-
ENSG00000186094	1	50023913	AGBL4	-
ENSG00000162374	1	50048014	ELAVL4	+
ENSG00000233407	1	50223127	RP11-567C20.3	-
ENSG00000142700	1	50423500	DMRTA2	-
ENSG00000225767	1	50461469	RP5-850O15.3	+
ENSG00000185104	1	50960263	FAF1	-
ENSG00000123080	1	50960745	CDKN2C	+
ENSG00000204006	1	51102234	C1orf185	+
ENSG00000203356	1	51235096	LINC01562	-
ENSG00000123091	1	51236271	RNF11	+
ENSG00000236434	1	51266074	RP11-296A18.6	-
ENSG00000261664	1	51329654	TTC39A-AS1	+
ENSG00000085831	1	51345116	TTC39A	-
ENSG00000238140	1	51461721	RP11-253A20.1	+
ENSG00000227070	1	51518309	RP11-191G24.1	+
ENSG00000085832	1	51519328	EPS15	-
ENSG00000117859	1	51577179	OSBPL9	+
ENSG00000266993	1	51793934	RP4-657D16.3	+
ENSG00000272175	1	51801028	RP4-657D16.6	+
ENSG00000078618	1	51878937	NRDC	-
ENSG00000169213	1	51990764	RAB3B	-
ENSG00000223390	1	52033391	RP11-91A18.4	+
ENSG00000198841	1	52033816	KTI12	-
ENSG00000228369	1	52050918	TXNDC12-AS1	+
ENSG00000134717	1	52056125	BTF3L4	+
ENSG00000117862	1	52056171	TXNDC12	-
ENSG00000157077	1	52142094	ZFYVE9	+
ENSG00000272100	1	52353487	RP11-155O18.6	+
ENSG00000154222	1	52366193	CC2D1B	-
ENSG00000085840	1	52404459	ORC1	-
ENSG00000134748	1	52404564	PRPF38A	+
ENSG00000134744	1	52553487	ZCCHC11	-
ENSG00000272371	1	52554818	RP11-25O10.2	+
ENSG00000116157	1	52602372	GPX7	+
ENSG00000182183	1	52633344	FAM159A	+
ENSG00000162377	1	52698366	COA7	-
ENSG00000162378	1	52726467	ZYG11B	+
ENSG00000203995	1	52842511	ZYG11A	+
ENSG00000242391	1	52881730	RP4-631H13.2	-
ENSG00000121310	1	52927212	ECHDC2	-
ENSG00000116171	1	52927229	SCP2	+
ENSG00000174348	1	53062052	PODN	+
ENSG00000232993	1	53085502	RP11-334A14.5	-
ENSG00000235563	1	53114576	RP11-334A14.8	+
ENSG00000162383	1	53142632	SLC1A7	-
ENSG00000157184	1	53196429	CPT2	+
ENSG00000236723	1	53213775	RP5-1024G6.2	-
ENSG00000162384	1	53220617	C1orf123	-
ENSG00000259818	1	53220663	RP5-1024G6.7	+
ENSG00000162385	1	53238610	MAGOH	-
ENSG00000226754	1	53238610	RP5-1024G6.5	+
ENSG00000234578	1	53267935	RP4-784A16.1	+
ENSG00000228838	1	53288024	RP4-784A16.2	+
ENSG00000157193	1	53328070	LRP8	-
ENSG00000225675	1	53328233	RP4-784A16.5	+
ENSG00000230138	1	53368245	RP11-117D22.2	-
ENSG00000174332	1	53738106	GLIS1	-
ENSG00000058804	1	53838860	NDC1	-
ENSG00000058799	1	53889834	YIPF1	-
ENSG00000211452	1	53891239	DIO1	+
ENSG00000081870	1	53945929	HSPB11	-
ENSG00000116212	1	53946077	LRRC42	+
ENSG00000203985	1	54018186	LDLRAD1	-
ENSG00000116209	1	54053504	TMEM59	-
ENSG00000116205	1	54053587	TCEANC2	+
ENSG00000157211	1	54153770	CDCP2	-
ENSG00000116221	1	54184041	MRPL37	+
ENSG00000215883	1	54200036	CYB5RL	-
ENSG00000198711	1	54236440	SSBP3-AS1	+
ENSG00000157216	1	54413479	SSBP3	-
ENSG00000232245	1	54416256	RP4-705F19.1	+
ENSG00000162390	1	54542257	ACOT11	+
ENSG00000162391	1	54623556	FAM151A	-
ENSG00000230728	1	54628438	RP11-240D10.4	-
ENSG00000184313	1	54641754	MROH7	+
ENSG00000243725	1	54715822	TTC4	+
ENSG00000162396	1	54764514	PARS2	-
ENSG00000006555	1	54801267	TTC22	-
ENSG00000162398	1	54806063	LEXM	+
ENSG00000242396	1	54886875	RP11-67L3.5	+
ENSG00000116133	1	54887218	DHCR24	-
ENSG00000233203	1	54887563	RP11-67L3.4	+
ENSG00000143001	1	54980792	TMEM61	+
ENSG00000233271	1	54992274	RP11-12C17.2	-
ENSG00000162399	1	54998933	BSND	+
ENSG00000169174	1	55039548	PCSK9	+
ENSG00000162402	1	55215113	USP24	-
ENSG00000231090	1	55217861	RP11-101C11.1	+
ENSG00000234810	1	55581037	RP11-90C4.1	+
ENSG00000230250	1	55944974	RP11-90C4.2	-
ENSG00000233079	1	55945087	RP11-90C4.3	+
ENSG00000235612	1	56145721	RP1-158P9.1	+
ENSG00000260971	1	56258571	RP11-504A18.1	-
ENSG00000223956	1	56414963	RP4-710M16.2	+
ENSG00000162407	1	56645301	PLPP3	-
ENSG00000162409	1	56645322	PRKAA2	+
ENSG00000187889	1	56819696	C1orf168	-
ENSG00000157131	1	56854806	C8A	+
ENSG00000236341	1	56963886	RP5-1103B4.3	+
ENSG00000021852	1	56966140	C8B	-
ENSG00000226759	1	57860532	DAB1-AS1	+
ENSG00000235038	1	58060139	RP11-393I23.4	+
ENSG00000173406	1	58546734	DAB1	-
ENSG00000162600	1	58546802	OMA1	-
ENSG00000184292	1	58577773	TACSTD2	-
ENSG00000162601	1	58700092	MYSM1	-
ENSG00000283445	1	58715609	RP11-63G10.4	+
ENSG00000177606	1	58784327	JUN	-
ENSG00000234807	1	58785160	LINC01135	+
ENSG00000231740	1	58851254	RP11-63G10.2	-
ENSG00000232453	1	58903747	RP4-794H19.1	-
ENSG00000237352	1	58933643	LINC01358	+
ENSG00000235215	1	59078116	RP11-145M4.2	-
ENSG00000224609	1	59208121	HSD52	-
ENSG00000270457	1	59289640	RP11-467C18.1	-
ENSG00000172456	1	59296638	FGGY	+
ENSG00000226883	1	59789182	RP4-782L23.2	-
ENSG00000134709	1	59814786	HOOK1	+
ENSG00000134716	1	59926790	CYP2J2	-
ENSG00000162598	1	60073770	C1orf87	-
ENSG00000238242	1	60114875	RP11-575B7.3	+
ENSG00000226476	1	60640491	RP11-776H12.1	-
ENSG00000162599	1	60865259	NFIA	+
ENSG00000231252	1	60867998	RP11-436K8.1	-
ENSG00000237928	1	60970776	NFIA-AS2	-
ENSG00000237853	1	61253510	NFIA-AS1	-
ENSG00000162604	1	61725423	TM2D1	-
ENSG00000271200	1	61742424	RP11-430G17.3	-
ENSG00000132849	1	61742477	PATJ	+
ENSG00000240563	1	62194831	L1TD1	+
ENSG00000132854	1	62319414	KANK4	-
ENSG00000162607	1	62436297	USP1	+
ENSG00000132855	1	62597487	ANGPTL3	+
ENSG00000116641	1	62688368	DOCK7	-
ENSG00000235545	1	62688482	RP11-230B22.1	+
ENSG00000125703	1	62784135	ATG4C	+
ENSG00000234318	1	62896009	RP4-771M4.3	+
ENSG00000229537	1	63012471	RP11-5P4.1	-
ENSG00000203605	1	63139250	RP11-335E6.2	+
ENSG00000224209	1	63317274	LINC00466	-
ENSG00000230798	1	63324441	FOXD3-AS1	-
ENSG00000088035	1	63367590	ALG6	+
ENSG00000203965	1	63523372	EFCAB7	+
ENSG00000116652	1	63547082	DLEU2L	+
ENSG00000079739	1	63593276	PGM1	+
ENSG00000142856	1	63593721	ITGB3BP	-
ENSG00000185483	1	63774022	ROR1	+
ENSG00000223949	1	64171297	ROR1-AS1	-
ENSG00000177414	1	64203627	UBE2U	+
ENSG00000158966	1	64470792	CACHD1	+
ENSG00000162437	1	64745095	RAVER2	+
ENSG00000162434	1	64966504	JAK1	-
ENSG00000226891	1	65002489	LINC01359	-
ENSG00000272506	1	65004087	RP4-535B20.4	-
ENSG00000162433	1	65147549	AK4	+
ENSG00000116675	1	65248219	DNAJC6	+
ENSG00000229294	1	65306521	RP5-1044H5.1	-
ENSG00000213625	1	65420587	LEPROT	+
ENSG00000116678	1	65420652	LEPR	+
ENSG00000237852	1	65486406	RP4-630A11.3	+
ENSG00000184588	1	65792514	PDE4B	+
ENSG00000227466	1	66050718	RP11-397C12.1	-
ENSG00000118473	1	66533383	SGIP1	+
ENSG00000248458	1	66677027	RP4-598P13.1	-
ENSG00000152760	1	66752459	TCTEX1D1	+
ENSG00000172410	1	66801256	INSL5	-
ENSG00000231080	1	66826942	RP11-342H21.2	+
ENSG00000152763	1	66924887	WDR78	-
ENSG00000198160	1	66924895	MIER1	+
ENSG00000116704	1	67054099	SLC35D1	-
ENSG00000275678	1	67123956	RP4-547N15.3	-
ENSG00000162594	1	67138907	IL23R	+
ENSG00000203963	1	67231853	C1orf141	-
ENSG00000081985	1	67307364	IL12RB2	+
ENSG00000142864	1	67430415	SERBP1	-
ENSG00000235200	1	67522347	RP11-393N21.2	+
ENSG00000116717	1	67685061	GADD45A	+
ENSG00000232284	1	67832303	GNG12-AS1	+
ENSG00000172380	1	67833467	GNG12	-
ENSG00000162595	1	68051631	DIRAS3	-
ENSG00000116729	1	68233120	WLS	-
ENSG00000116745	1	68449959	RPE65	-
ENSG00000233589	1	68479129	RP4-694A7.2	+
ENSG00000234264	1	68496676	DEPDC1-AS1	+
ENSG00000024526	1	68497221	DEPDC1	-
ENSG00000223883	1	69055898	RP11-424D14.1	+
ENSG00000235446	1	69249423	RP11-74K19.1	-
ENSG00000033122	1	69568398	LRRC7	+
ENSG00000237919	1	70031222	RP11-181B18.1	-
ENSG00000066557	1	70205620	LRRC40	-
ENSG00000116754	1	70205682	SRSF11	+
ENSG00000228988	1	70221023	RP4-677H15.4	-
ENSG00000118454	1	70354734	ANKRD13C	-
ENSG00000197568	1	70354805	HHLA3	+
ENSG00000226088	1	70360437	RP11-180O5.2	-
ENSG00000116761	1	70411218	CTH	+
ENSG00000271992	1	70445071	RP11-42O15.3	+
ENSG00000229051	1	70706453	RP5-952N6.1	+
ENSG00000050628	1	71047808	PTGER3	-
ENSG00000235079	1	71048855	ZRANB2-AS1	+
ENSG00000132485	1	71081297	ZRANB2	-
ENSG00000229956	1	71081324	ZRANB2-AS2	+
ENSG00000231985	1	71570956	RP11-82L20.1	+
ENSG00000228853	1	71837012	NEGR1-IT1	-
ENSG00000172260	1	72282734	NEGR1	-
ENSG00000227016	1	72765031	RP11-262K1.1	+
ENSG00000225087	1	72899140	RP4-660H19.1	-
ENSG00000233973	1	73306170	LINC01360	+
ENSG00000223479	1	73635216	RP4-788P17.1	+
ENSG00000162620	1	74198187	LRRIQ3	-
ENSG00000254685	1	74198212	FPGT	+
ENSG00000116783	1	74235401	TNNI3K	+
ENSG00000237324	1	74378802	RP11-439H8.4	-
ENSG00000233894	1	74468195	RP4-650F12.2	+
ENSG00000162621	1	74512614	LRRC53	-
ENSG00000234497	1	74577430	ERICH3-AS1	+
ENSG00000178965	1	74673738	ERICH3	-
ENSG00000272864	1	74699333	RP11-17E13.2	-
ENSG00000162623	1	74733152	TYW3	+
ENSG00000116791	1	74733408	CRYZ	-
ENSG00000162624	1	75128434	LHX8	+
ENSG00000137968	1	75611116	SLC44A5	-
ENSG00000117054	1	75724347	ACADM	+
ENSG00000137955	1	75786197	RABGGTB	+
ENSG00000057468	1	75796882	MSH4	+
ENSG00000154007	1	75932431	ASB17	-
ENSG00000225605	1	75932479	RP11-550H2.1	+
ENSG00000230027	1	76041691	RP11-550H2.2	+
ENSG00000184005	1	76074719	ST6GALNAC3	+
ENSG00000272855	1	76636877	RP5-1102E8.3	+
ENSG00000237552	1	76779267	RP11-415A20.1	-
ENSG00000117069	1	76867441	ST6GALNAC5	+
ENSG00000230498	1	77067920	RP4-564M11.2	+
ENSG00000142892	1	77219430	PIGK	-
ENSG00000154027	1	77282051	AK5	+
ENSG00000233099	1	77349585	RP11-375A5.1	-
ENSG00000036549	1	77683419	ZZZ3	-
ENSG00000077254	1	77759852	USP33	-
ENSG00000180488	1	77779624	MIGA1	+
ENSG00000162614	1	77888513	NEXN	+
ENSG00000235927	1	77889539	NEXN-AS1	-
ENSG00000162613	1	77979110	FUBP1	-
ENSG00000162616	1	77979175	DNAJB4	+
ENSG00000137960	1	77979542	GIPC2	+
ENSG00000273338	1	78004554	RP11-386I14.4	-
ENSG00000237413	1	78229599	MGC27382	+
ENSG00000122420	1	78303884	PTGFR	+
ENSG00000137959	1	78619922	IFI44L	+
ENSG00000137965	1	78649796	IFI44	+
ENSG00000162618	1	79006718	ADGRL4	-
ENSG00000234184	1	80535755	RP5-887A10.1	+
ENSG00000224326	1	80584363	RP5-933B4.1	-
ENSG00000117114	1	81306160	ADGRL2	+
ENSG00000234953	1	81557702	RP5-837I24.2	-
ENSG00000236676	1	81625713	RP5-837I24.4	-
ENSG00000233290	1	82261133	RP11-147G16.1	-
ENSG00000230817	1	82903183	LINC01362	+
ENSG00000236268	1	82986208	LINC01361	-
ENSG00000231364	1	83445967	RP11-413G15.1	+
ENSG00000237076	1	83790280	RP5-836J3.1	+
ENSG00000233008	1	83861023	RP11-475O6.1	-
ENSG00000233061	1	83984300	TTLL7-IT1	-
ENSG00000137941	1	83999150	TTLL7	-
ENSG00000271576	1	84077931	RP11-486G15.2	-
ENSG00000142875	1	84078062	PRKACB	+
ENSG00000203943	1	84298366	SAMD13	+
ENSG00000137976	1	84398532	DNASE2B	+
ENSG00000117133	1	84479259	RPF1	+
ENSG00000122432	1	84506291	SPATA1	+
ENSG00000174021	1	84506565	GNG5	-
ENSG00000117151	1	84574480	CTBS	-
ENSG00000180869	1	84635020	LINC01555	-
ENSG00000117155	1	84690803	SSX2IP	-
ENSG00000171517	1	84893213	LPAR3	-
ENSG00000153898	1	84997113	MCOLN2	-
ENSG00000162643	1	84999147	WDR63	+
ENSG00000055732	1	85048499	MCOLN3	-
ENSG00000097096	1	85201046	SYDE2	-
ENSG00000162642	1	85259672	C1orf52	-
ENSG00000223653	1	85276715	RP11-131L23.1	+
ENSG00000142867	1	85277090	BCL10	-
ENSG00000273264	1	85467295	RP11-131L23.2	+
ENSG00000282057	1	85578250	RP4-621F18.2	-
ENSG00000153904	1	85578363	DDAH1	-
ENSG00000272691	1	85578742	RP11-290M5.4	-
ENSG00000142871	1	85580761	CYR61	+
ENSG00000117174	1	85708433	ZNHIT6	-
ENSG00000171502	1	86156943	COL24A1	-
ENSG00000122417	1	86396342	ODF2L	-
ENSG00000137975	1	86424086	CLCA2	+
ENSG00000016490	1	86468368	CLCA1	+
ENSG00000236915	1	86693203	RP4-651E10.4	-
